Order	Lambda	Cal	Bkgrnd
	(um)	(DN/s/col)	(DN/s/pix)
4	1.6618741	453.83	0.366
4	1.6616584	457.88	0.432
4	1.6614428	454.79	1.207
4	1.6612271	452.6	6.918
4	1.6610115	454.97	10.717
4	1.6607958	459.35	7.019
4	1.6605802	462.72	1.556
4	1.6603645	460.88	0.538
4	1.6601487	458.38	0.455
4	1.6599331	456.81	0.414
4	1.6597174	457.23	0.432
4	1.6595018	458.87	0.447
4	1.6592861	450.87	0.411
4	1.6590704	451.68	0.462
4	1.6588547	460.93	1.883
4	1.6586391	451.78	6.554
4	1.6584234	457.58	6.227
4	1.6582077	458.04	1.619
4	1.657992	461.13	0.46
4	1.6577762	457.13	0.429
4	1.6575606	455.84	0.415
4	1.6573448	452.04	0.419
4	1.6571292	453.56	0.43
4	1.6569134	458.03	0.444
4	1.6566978	457.17	0.378
4	1.656482	442.98	0.404
4	1.6562663	446.6	0.445
4	1.6560506	455.22	0.838
4	1.6558348	456.09	1.163
4	1.6556191	453.97	5.498
4	1.6554034	454.88	24.915
4	1.6551876	459.79	24.906
4	1.654972	455.89	5.661
4	1.6547562	454.09	0.615
4	1.6545404	460.06	0.739
4	1.6543247	457.71	1.465
4	1.6541089	458.81	1.922
4	1.6538931	460.93	2.074
4	1.6536773	431.21	1.612
4	1.6534616	437.88	0.699
4	1.6532459	449.31	1.119
4	1.6530302	450.5	2.303
4	1.6528144	458.77	2.668
4	1.6525985	457.08	1.775
4	1.6523827	449.96	0.758
4	1.652167	454.41	0.535
4	1.6519512	449.82	0.562
4	1.6517354	451.37	0.534
4	1.6515197	453.14	0.482
4	1.6513039	447.06	0.455
4	1.651088	442.06	0.484
4	1.6508722	423.17	0.521
4	1.6506565	435.52	0.786
4	1.6504407	448.58	17.422
4	1.6502248	455.5	63.955
4	1.650009	450.8	55.676
4	1.6497933	452.98	8.583
4	1.6495774	448.27	0.868
4	1.6493616	453.95	0.584
4	1.6491457	449.67	0.513
4	1.64893	445.14	0.534
4	1.6487141	449.55	0.502
4	1.6484983	445.14	0.631
4	1.6482824	435.79	0.938
4	1.6480666	420.71	12.225
4	1.6478508	437.09	37.631
4	1.6476349	449.39	44.16
4	1.6474191	442.32	23.316
4	1.6472032	446.9	5.394
4	1.6469873	442.96	0.764
4	1.6467714	446.14	0.542
4	1.6465557	442.21	0.523
4	1.6463398	444.26	0.586
4	1.6461239	446.41	1.041
4	1.645908	439.81	1.61
4	1.6456921	436.03	1.782
4	1.6454763	407.34	1.704
4	1.6452605	413.16	1.539
4	1.6450446	429.24	2.258
4	1.6448287	421.13	12.722
4	1.6446128	399.23	16.021
4	1.6443969	424.97	32.287
4	1.644181	430.75	59.663
4	1.6439651	424.64	48.044
4	1.6437492	420.82	6.79
4	1.6435332	423.09	1.007
4	1.6433173	415.69	0.597
4	1.6431015	415.39	0.568
4	1.6428856	390.07	0.561
4	1.6426697	386.93	0.483
4	1.6424537	405.62	0.449
4	1.6422378	401.95	0.471
4	1.6420219	400.37	0.489
4	1.641806	390.91	1.002
4	1.64159	386.6	11.991
4	1.6413813	383.33	18.257
4	1.6411654	381.16	11.131
4	1.6409494	382.91	1.683
4	1.6407335	386.66	1.183
4	1.6405175	389.36	0.665
4	1.6403016	378.03	0.522
4	1.6400856	386.62	0.556
4	1.6398697	403.11	1.197
4	1.6396537	408.09	1.687
4	1.6394377	410.86	1.309
4	1.6392218	414.57	1.162
4	1.6390058	415.4	15.303
4	1.6387899	420.63	35.155
4	1.6385739	423.74	25.331
4	1.6383579	423.35	2.689
4	1.6381419	430.44	0.644
4	1.637926	427.75	0.518
4	1.63771	420.88	0.441
4	1.637494	414.3	0.63
4	1.637278	435.46	1.363
4	1.637062	437.02	1.915
4	1.6368461	437.51	1.858
4	1.6366301	438.16	2.258
4	1.6364141	437.4	2.969
4	1.636198	442.39	7.025
4	1.635982	446.77	10.493
4	1.635766	449.79	8.221
4	1.63555	445.85	3.19
4	1.635334	438.71	18.172
4	1.635118	439.74	53.565
4	1.6349019	446.07	45.73
4	1.6346859	450.34	10.929
4	1.6344699	447.77	3.702
4	1.6342539	456.51	13.779
4	1.6340379	450.45	16.973
4	1.6338218	451.38	8.141
4	1.6336057	452.41	1.004
4	1.6333897	431.12	0.508
4	1.6331737	453.81	0.477
4	1.6329577	442.94	0.451
4	1.6327416	449.73	0.488
4	1.6325256	452.24	0.501
4	1.6323094	453.92	0.513
4	1.6320934	455.65	0.786
4	1.6318774	459.58	13.491
4	1.6316613	456.82	31.898
4	1.6314453	454.48	24.986
4	1.6312292	449.78	4.028
4	1.6310132	453.54	1.37
4	1.630797	459.1	2.798
4	1.630581	457.17	3.373
4	1.6303649	454.85	6.157
4	1.6301488	454.91	8.164
4	1.6299328	459.2	4.942
4	1.6297166	462.57	0.736
4	1.6295005	462.41	0.451
4	1.6292845	451.51	0.438
4	1.6290684	460.75	0.45
4	1.6288522	457.6	0.474
4	1.6286361	451.88	0.474
4	1.6284201	458.19	0.495
4	1.628204	461.29	0.788
4	1.6279879	461.91	2.332
4	1.6277717	462.14	2.469
4	1.6275556	459.38	1.023
4	1.6273395	459.27	0.769
4	1.6271234	456.25	3.765
4	1.6269072	456.81	4.86
4	1.6266911	459.58	2.667
4	1.626475	458.24	1
4	1.6262589	456.68	0.954
4	1.6260427	464.43	1.024
4	1.6258266	461.98	1.303
4	1.6256105	459.37	1.247
4	1.6253943	463.89	2.02
4	1.6251782	464.47	2.407
4	1.624962	456.07	1.815
4	1.6247458	459.7	2.508
4	1.6245297	462.99	4.229
4	1.6243136	467.44	3.349
4	1.6240975	464.78	1.088
4	1.6238812	460.11	3.792
4	1.6236651	460.5	62.138
4	1.623449	462.73	99.791
4	1.6232327	458.34	62.119
4	1.6230166	459.73	8.792
4	1.6228005	460.69	4.641
4	1.6225842	461.34	2.974
4	1.6223681	462.67	3.256
4	1.6221519	459.89	4.826
4	1.6219357	458.13	3.614
4	1.6217195	459.25	1.238
4	1.6215034	462.19	0.593
4	1.6212941	467.15	1.026
4	1.621078	459.84	1.864
4	1.6208618	461.49	2.279
4	1.6206456	459.51	1.571
4	1.6204294	459.98	0.756
4	1.6202132	458.6	0.52
4	1.619997	458.62	0.612
4	1.6197808	457.68	2.549
4	1.6195645	460.49	33.653
4	1.6193483	457.87	46.711
4	1.6191322	452.44	23.997
4	1.6189159	461.52	1.658
4	1.6186997	454.3	0.634
4	1.6184834	451.88	0.544
4	1.6182672	452.22	0.485
4	1.6180509	451.23	0.489
4	1.6178347	453.3	0.488
4	1.6176184	456.75	0.532
4	1.6174022	456.59	0.656
4	1.6171861	452.05	0.842
4	1.6169697	450.33	0.798
4	1.6167535	446.38	0.592
4	1.6165372	446.19	0.505
4	1.616321	447.45	0.551
4	1.6161047	448.46	1.582
4	1.6158885	443.83	2.975
4	1.6156722	447.48	2.21
4	1.615456	445	0.694
4	1.6152397	444.85	0.572
4	1.6150234	441.36	0.584
4	1.6148071	446.81	0.548
4	1.6145909	440.09	0.549
4	1.6143746	435.25	0.572
4	1.6141583	434.26	0.534
4	1.613942	431.41	0.523
4	1.6137258	431.54	0.591
4	1.6135094	422.75	0.744
4	1.6132932	422.02	1.276
4	1.6130769	428.73	34.428
4	1.6128606	419.8	125.42
4	1.6126443	421.88	114.47
4	1.6124279	411.25	21.504
4	1.6122117	412.09	1.613
4	1.6119953	402.76	1.649
4	1.6117791	396.35	1.854
4	1.6115627	394.58	1.318
4	1.6113465	391.14	0.599
4	1.6111301	397.54	0.51
4	1.6109138	388.76	0.49
4	1.6106975	400.22	0.493
4	1.6104811	399.64	0.524
4	1.6102649	401.12	0.579
4	1.6100485	411.72	0.639
4	1.6098322	407.27	0.882
4	1.6096158	404.83	1.014
4	1.6093996	393.59	0.77
4	1.6091832	417.28	0.664
4	1.6089668	407.57	0.583
4	1.6087505	424.02	0.521
4	1.6085341	411.51	0.588
4	1.6083177	425.76	1.804
4	1.6081015	413.6	33.315
4	1.6078851	433	52.919
4	1.6076688	422.16	32.474
4	1.6074524	435.7	3.105
4	1.607236	423.18	1.59
4	1.6070197	434.52	1.135
4	1.6068033	433.42	0.986
4	1.6065869	444.06	1.101
4	1.6063706	433.99	0.885
4	1.6061542	450.55	0.926
4	1.6059378	450.03	1.612
4	1.6057214	453.52	2.098
4	1.605505	455.97	1.433
4	1.6052886	453.19	0.782
4	1.6050723	453.27	0.591
4	1.6048559	449.4	0.554
4	1.6046395	445.75	0.572
4	1.604423	445.01	1.149
4	1.6042067	438.03	1.981
4	1.6039903	437.01	1.814
4	1.603774	425.49	0.91
4	1.6035645	432.6	0.844
4	1.6033481	435.15	12.865
4	1.6031317	430.53	96.689
4	1.6029153	431.68	107.9
4	1.6026989	427.48	31.887
4	1.6024824	426.54	1.755
4	1.6022661	429.47	0.664
4	1.6020496	430.25	0.568
4	1.6018332	435.79	0.56
4	1.6016167	434.23	0.592
4	1.6014004	428.6	0.679
4	1.6011839	440.64	0.661
4	1.6009675	435.25	0.493
4	1.600751	434.07	0.41
4	1.6005346	438.14	0.393
4	1.6003182	442.88	0.42
4	1.6001017	450.51	0.405
4	1.5998852	449.48	0.424
4	1.5996689	449	0.423
4	1.5994524	453.55	0.442
4	1.5992359	454.95	0.434
4	1.5990195	459.4	0.426
4	1.598803	462.12	0.423
4	1.5985866	458.27	0.489
4	1.5983701	463.22	0.686
4	1.5981536	463.39	0.671
4	1.5979372	459.94	0.64
4	1.5977207	465.86	0.781
4	1.5975043	462.83	6.971
4	1.5972878	466.22	34.767
4	1.5970713	458.11	35.45
4	1.5968548	464.49	8.827
4	1.5966383	462.95	0.83
4	1.5964218	463.25	0.52
4	1.5962054	461.53	0.48
4	1.5959889	464.95	0.477
4	1.5957724	464.2	0.459
4	1.5955559	468.29	0.656
4	1.5953394	462.06	0.767
4	1.5951229	461.28	0.602
4	1.5949064	457.84	0.467
4	1.5946898	462.27	0.676
4	1.5944734	462.63	0.693
4	1.5942569	452.74	0.625
4	1.5940404	464.69	0.516
4	1.5938239	459.42	0.482
4	1.5936073	460.29	0.879
4	1.5933908	458.05	1.35
4	1.5931743	456.65	1.384
4	1.5929579	453.07	1.48
4	1.5927413	450.16	1.521
4	1.5925248	446.59	1.325
4	1.5923083	448.93	1.035
4	1.5920917	452.44	0.593
4	1.5918752	448.52	1.069
4	1.5916586	447.36	2.709
4	1.5914421	443.53	3.235
4	1.5912256	451.19	2.256
4	1.591009	445.89	1.045
4	1.5907925	439.4	0.519
4	1.5905759	444.91	0.405
4	1.5903594	439.74	0.841
4	1.5901428	443.7	1.728
4	1.5899264	433.8	5.014
4	1.5897098	432.32	8.125
4	1.5894932	431.05	7.044
4	1.5892767	430.49	3.663
4	1.5890601	430.1	2.021
4	1.5888435	423.88	2.29
4	1.588627	416.8	1.737
4	1.5884104	415.26	1.198
4	1.5881938	418.3	1.294
4	1.5879773	425.45	1.082
4	1.5877607	421.22	0.782
4	1.587551	422.8	1.222
4	1.5873345	427.42	2.227
4	1.5871179	432.47	9.826
4	1.5869013	430.22	18.626
4	1.5866847	432.7	15.426
4	1.5864681	435.32	5.516
4	1.5862515	439.37	2.717
4	1.586035	438.1	2.485
4	1.5858184	447.74	1.646
4	1.5856018	438.39	1.366
4	1.5853852	442.8	1.674
4	1.5851686	445.75	2.715
4	1.584952	446.37	30.849
4	1.5847354	445.47	53.619
4	1.5845188	444.68	38.081
4	1.5843022	450.59	8.701
4	1.5840856	446.88	6.465
4	1.5838689	446.58	3.602
4	1.5836523	450.22	6.988
4	1.5834357	446.83	98.774
4	1.5832191	452.35	146.77
4	1.5830024	450.29	93.348
4	1.5827858	446.46	16.304
4	1.5825692	446.37	2.66
4	1.5823525	448.53	1.14
4	1.5821359	452.48	0.892
4	1.5819193	443.81	0.57
4	1.5817027	455.31	0.542
4	1.581486	447.51	0.634
4	1.5812694	444.1	1.161
4	1.5810528	450.44	4.559
4	1.5808361	438.52	10.429
4	1.5806195	441.8	9.846
4	1.5804029	431.41	6.976
4	1.5801861	448.56	5.814
4	1.5799695	437.03	2.326
4	1.5797528	438.23	0.663
4	1.5795362	433.86	0.957
4	1.5793196	437.03	1.751
4	1.5791029	433.18	1.508
4	1.5788863	432.79	0.899
4	1.5786695	435.86	0.81
4	1.5784529	427.28	1.961
4	1.5782362	432.03	5.733
4	1.5780195	424.42	6.82
4	1.5778029	438.69	3.887
4	1.5775862	424.57	1.593
4	1.5773696	441.2	1.131
4	1.5771528	425.73	0.789
4	1.5769361	434.91	0.701
4	1.5767195	431.23	1.765
4	1.5765028	433	2.431
4	1.5762861	435.98	2.693
4	1.5760695	436.36	4.727
4	1.5758528	440.96	4.766
4	1.575636	443.74	1.52
4	1.5754193	441.82	0.721
4	1.5752026	446.77	1.566
4	1.574986	442.94	1.609
4	1.5747693	439.79	1.38
4	1.5745525	434.52	1.337
4	1.5743358	428.43	0.83
4	1.5741191	426.82	0.723
4	1.5739024	419.35	1.816
4	1.5736856	426.56	2.088
4	1.573469	414.7	1.635
4	1.5732523	412.52	1.63
4	1.5730425	415.06	1.363
4	1.5728258	408.27	0.801
4	1.5726091	408.5	1.18
4	1.5723923	407.32	1.883
4	1.5721755	403.08	1.83
4	1.5719588	399.04	1.347
4	1.5717421	407.6	1.022
4	1.5715253	396.01	0.522
4	1.5713086	400.75	0.732
4	1.5710919	401.03	1.195
4	1.5708752	394.59	1.021
4	1.5706584	399.78	0.907
4	1.5704417	398.58	6.74
4	1.5702249	402.09	18.651
4	1.5700082	408.17	15.85
4	1.5697914	408.96	3.243
4	1.5695747	410.79	1.042
4	1.569358	418.34	0.705
4	1.5691411	417.32	0.659
4	1.5689244	421.35	0.725
4	1.5687077	426.02	0.771
4	1.5684909	425.52	1.139
4	1.5682741	431.75	1.156
4	1.5680574	414.71	0.912
4	1.5678406	431.87	0.569
4	1.5676239	439.15	0.536
4	1.5674071	441.34	0.506
4	1.5671903	437.77	0.561
4	1.5669736	440.29	0.5
4	1.5667567	445.87	0.494
4	1.56654	444.08	0.473
4	1.5663232	442.86	0.514
4	1.5661064	442.52	0.732
4	1.5658896	441.16	6.66
4	1.5656729	444.72	39.228
4	1.565456	444.51	66.069
4	1.5652393	443.39	46.465
4	1.5650225	443.34	5.208
4	1.5648056	431.3	0.676
4	1.5645889	437.81	0.523
4	1.5643721	438.61	0.532
4	1.5641553	446.22	0.836
4	1.5639385	449.47	0.922
4	1.5637217	439.18	0.666
4	1.5635049	446.2	1.057
4	1.5632881	446.72	17.946
4	1.5630713	448.19	30.678
4	1.5628544	442.22	20.802
4	1.5626377	445.3	2.061
4	1.5624208	440.07	0.497
4	1.562204	440.37	0.683
4	1.5619872	442.95	0.874
4	1.5617703	443.04	0.803
4	1.5615536	441.51	0.744
4	1.5613368	444.37	1.289
4	1.5611199	444	1.228
4	1.5609031	442.29	0.652
4	1.5606862	445.17	0.422
4	1.5604694	444.05	0.452
4	1.5602525	440.79	0.678
4	1.5600357	439.98	4.714
4	1.5598189	437.35	38.449
4	1.5596089	438.44	45.019
4	1.5593921	438.91	15.725
4	1.5591753	438.69	1.029
4	1.5589584	440.42	0.521
4	1.5587416	438.54	0.448
4	1.5585247	433.38	0.478
4	1.5583079	431.87	0.686
4	1.558091	429.32	1.044
4	1.5578742	430.47	1.03
4	1.5576574	431.97	0.915
4	1.5574404	424.11	1.201
4	1.5572236	427.45	4.237
4	1.5570067	428.32	13.254
4	1.5567899	429.43	11.846
4	1.556573	427.57	2.309
4	1.5563562	423.65	1.159
4	1.5561392	420.99	1.48
4	1.5559224	425.67	1.214
4	1.5557055	424.32	0.59
4	1.5554887	426.53	0.423
4	1.5552717	423.87	0.46
4	1.5550549	423.29	0.566
4	1.5548381	428.57	5.991
4	1.5546211	430.66	24.581
4	1.5544043	425.76	25.878
4	1.5541874	430.59	26.368
4	1.5539705	434.28	36.85
4	1.5537536	431.57	25.866
4	1.5535368	429.04	3.487
4	1.5533198	438.12	0.595
4	1.553103	434.41	0.42
4	1.552886	432.1	0.421
4	1.5526692	431.15	0.421
4	1.5524522	433.38	0.386
4	1.5522354	426.9	0.468
4	1.5520184	426.89	1.56
4	1.5518016	432.57	6.743
4	1.5515846	431.79	6.962
4	1.5513678	435.75	2.569
4	1.5511508	433.91	7.041
4	1.550934	427.42	19.09
4	1.550717	437.38	15.02
4	1.5505	430.4	2.157
4	1.5502832	432.79	3.523
4	1.5500662	437.59	11.032
4	1.5498494	429.29	9.584
4	1.5496324	430.97	1.84
4	1.5494155	429.62	0.455
4	1.5491986	428.96	0.458
4	1.5489817	429.57	1.437
4	1.5487647	432.7	2.154
4	1.5485477	429.54	1.49
4	1.5483309	428.54	0.444
4	1.5481139	432.09	0.353
4	1.547897	424.68	0.347
4	1.54768	425.55	0.683
4	1.5474632	431.53	2.749
4	1.5472462	425.11	2.955
4	1.5470361	423.54	1.57
4	1.5468191	428.16	1.312
4	1.5466021	422.53	1.351
4	1.5463853	421.63	2.412
4	1.5461683	424.97	4.484
4	1.5459514	424.39	3.647
4	1.5457344	424.4	0.704
4	1.5455174	422.41	0.393
4	1.5453005	415.93	0.406
4	1.5450835	415.09	0.413
4	1.5448666	416.38	0.396
4	1.5446496	419.4	0.413
4	1.5444326	417.06	0.407
4	1.5442157	419.22	0.482
4	1.5439987	412.67	1.311
4	1.5437818	399.81	1.841
4	1.5435648	414.35	3.539
4	1.5433478	418.82	38.669
4	1.5431309	420.1	65.269
4	1.5429139	416.93	43.872
4	1.542697	415.64	5.246
4	1.5424799	417.21	1.198
4	1.5422629	416.34	0.907
4	1.542046	416.31	0.643
4	1.541829	418.33	0.428
4	1.541612	419.57	0.437
4	1.5413951	419.48	0.714
4	1.541178	420.88	1.541
4	1.540961	415.82	1.781
4	1.5407441	417.47	2.111
4	1.5405271	416.47	2.466
4	1.5403101	411.98	1.555
4	1.5400931	416.72	0.698
4	1.5398761	418.59	1.046
4	1.5396591	416.58	18.184
4	1.5394421	419.31	29.426
4	1.5392251	416.55	19.513
4	1.5390081	413.18	3.027
4	1.5387911	414.37	2.851
4	1.5385741	418.37	2.233
4	1.5383571	411.44	0.878
4	1.5381401	369.01	0.706
4	1.5379231	415.14	1.921
4	1.537706	424.48	3.76
4	1.5374891	411.48	3.906
4	1.5372721	409.63	2.463
4	1.537055	410.73	1.176
4	1.5368381	415.65	0.495
4	1.536621	414.64	0.388
4	1.536404	413.3	0.367
4	1.5361869	412.71	0.372
4	1.53597	415.19	0.401
4	1.5357529	411.67	0.458
4	1.5355427	408.69	0.523
4	1.5353256	414.49	0.515
4	1.5351086	407.1	0.798
4	1.5348916	401.77	2.05
4	1.5346745	404.96	2.024
4	1.5344576	403.01	0.767
4	1.5342405	402.39	0.462
4	1.5340234	410.8	0.48
4	1.5338064	401.18	0.608
4	1.5335894	413.26	2.763
4	1.5333723	410.79	44.404
4	1.5331553	407.75	85.122
4	1.5329382	401.72	54.491
4	1.5327212	414.08	4.623
4	1.5325042	411.44	0.691
4	1.5322871	408.37	0.493
4	1.53207	412.98	0.464
4	1.531853	412.31	0.444
4	1.531636	410.17	0.473
4	1.5314189	406.64	0.504
4	1.5312018	399.52	0.917
4	1.5309848	410.12	1.262
4	1.5307678	409.26	0.926
4	1.5305507	414.16	0.481
4	1.5303336	404.96	0.409
4	1.5301166	407.12	0.396
4	1.5298995	407.24	0.409
4	1.5296824	399.3	0.408
4	1.5294653	403.1	0.45
4	1.5292482	407.87	0.753
4	1.5290313	412.9	4.543
4	1.5288142	405.29	27.977
4	1.5285971	397.49	30.492
4	1.52838	395.99	8.831
4	1.528163	407.59	1.338
4	1.5279459	406.39	0.707
4	1.5277288	402.7	0.42
4	1.5275117	404.45	0.371
4	1.5272946	398.59	0.427
4	1.5270776	395.64	0.631
4	1.5268605	399.68	0.912
4	1.5266434	391.18	0.763
4	1.5264263	400.51	0.58
4	1.5262092	398.39	0.466
4	1.5259922	398.03	0.413
4	1.525775	400.85	0.407
4	1.5255579	395.62	0.381
4	1.5253408	398.44	0.437
4	1.5251237	400.62	0.416
4	1.5249066	401.94	0.436
4	1.5246896	398.22	0.57
4	1.5244792	395.29	1.433
4	1.5242621	399.64	28.868
4	1.524045	403.45	72.73
4	1.5238279	408.09	56.991
4	1.5236108	401.28	6.268
4	1.5233936	404.88	0.776
4	1.5231766	399.26	0.538
4	1.5229595	407.68	0.497
4	1.5227424	400.42	0.405
4	1.5225252	402.1	0.396
4	1.5223081	398.22	0.413
4	1.522091	400.28	0.394
4	1.521874	398.66	0.364
4	1.5216568	391.3	0.362
4	1.5214397	403.77	0.351
4	1.5212226	401.39	0.378
4	1.5210054	400.11	0.385
4	1.5207883	403.91	0.422
4	1.5205712	399.83	0.39
4	1.520354	390.04	0.388
4	1.520137	394.44	0.328
4	1.5199198	398	0.355
4	1.5197027	395.13	0.35
4	1.5194856	393.21	0.379
4	1.5192684	389.32	0.41
4	1.5190513	374.71	0.838
4	1.5188341	381.66	13.152
4	1.518617	388.55	23.542
4	1.5183998	390.75	14.942
4	1.5181828	390.38	1.373
4	1.5179656	401.28	0.612
4	1.5177485	393.18	0.525
4	1.5175313	375.87	0.425
4	1.5173142	379.59	0.41
4	1.517097	387.86	0.366
4	1.5168799	391.77	0.398
4	1.5166627	381.7	0.398
4	1.5164456	387.18	0.386
4	1.5162284	376.95	0.341
4	1.5160112	383.07	0.352
4	1.5157942	395.3	0.355
4	1.515577	398.71	0.373
4	1.5153599	393.29	0.705
4	1.5151427	393.31	1.189
4	1.5149255	393.86	1.449
4	1.5147084	376.99	1.139
4	1.5144912	374.79	0.792
4	1.5142808	387.76	0.804
4	1.5140636	371.57	0.816
4	1.5138464	376.02	0.568
4	1.5136293	370.12	0.65
4	1.5134121	380.12	0.868
4	1.5131949	381.49	0.846
4	1.5129778	379.58	0.506
4	1.5127606	373.43	0.453
4	1.5125434	380.22	0.453
4	1.5123262	375.19	0.394
4	1.5121092	377.45	0.404
4	1.511892	388.94	0.415
4	1.5116748	388.73	1.166
4	1.5114576	387.35	2.405
4	1.5112404	388.65	3.089
4	1.5110233	381.61	2.253
4	1.5108061	383.01	1.356
4	1.5105889	385.83	1.112
4	1.5103717	384.23	0.793
4	1.5101545	372.07	0.549
4	1.5099373	380.7	0.604
4	1.5097201	392	0.648
4	1.5095029	387.77	0.534
4	1.5092858	388.59	0.595
4	1.5090686	360.22	2.836
4	1.5088514	336.6	8.813
4	1.5086342	323.33	9.212
4	1.508417	337.43	3.861
4	1.5081998	346.54	1.336
4	1.5079826	367.36	1.215
4	1.5077654	388.12	0.738
4	1.5075482	382.34	0.559
4	1.507331	374.35	0.675
4	1.5071138	363.15	8.138
4	1.5068966	382.2	30.111
4	1.5066794	385.83	29.503
4	1.5064622	383.72	8.934
4	1.506245	385.24	4.143
4	1.5060278	382.69	2.356
4	1.5058106	378.13	10.808
4	1.5055934	373.13	76.508
4	1.5053762	381.93	91.629
4	1.505159	373.24	33.659
4	1.5049418	362.41	5.829
4	1.5047245	328.33	0.807
4	1.5045073	322.99	0.497
4	1.5042968	344.15	0.432
4	1.5040796	341.29	0.421
4	1.5038624	303.88	0.359
4	1.5036452	316.91	0.404
4	1.503428	340.07	0.437
4	1.5032108	350.99	0.425
4	1.5029936	352.14	0.473
4	1.5027763	351.35	1.095
4	1.5025591	334.81	2.202
4	1.5023419	370.73	1.899
4	1.5021247	376.61	0.719
4	1.5019075	363.52	0.382
4	1.5016901	335.01	0.325
4	1.5014729	367.09	0.344
4	1.5012558	375.39	0.386
4	1.5010386	374.93	0.501
4	1.5008212	369.45	1.153
4	1.500604	359.65	1.655
4	1.5003868	371.49	1.268
4	1.5001695	376.81	0.495
4	1.4999523	374.85	0.344
4	1.4997351	355.84	0.324
4	1.4995178	340.05	0.366
4	1.4993006	368.97	0.404
4	1.4990834	345.12	0.411
4	1.4988661	353.17	0.359
4	1.4986489	364.98	0.32
4	1.4984317	356	0.333
4	1.4982144	350.73	0.318
4	1.4979972	306.91	0.288
4	1.49778	323.98	0.281
4	1.4975626	345.44	0.3
4	1.4973454	349.37	0.319
4	1.4971281	369.51	0.313
4	1.4969109	373.52	0.299
4	1.4966937	354.51	0.317
4	1.4964764	293.19	0.375
4	1.4962592	293.68	0.42
4	1.4960419	355.76	0.417
4	1.4958247	335.61	0.42
4	1.4956074	300.66	0.46
4	1.4953902	340.55	0.468
4	1.4951729	332.18	0.413
4	1.4949623	294.85	0.313
4	1.494745	314.27	0.299
4	1.4945278	353.64	0.321
4	1.4943105	343.83	0.376
4	1.4940933	329.96	0.494
4	1.493876	322.11	0.591
4	1.4936588	353.03	0.609
4	1.4934415	368.09	2.025
4	1.4932243	346.38	11.403
4	1.4930069	341.63	12.695
4	1.4927897	317.74	4.326
4	1.4925724	323.71	0.426
4	1.4923551	332.63	0.291
4	1.4921379	332.38	0.254
4	1.4919206	312.63	0.282
4	1.4917034	321.31	0.263
4	1.4914861	282.99	0.298
4	1.4912688	227.29	0.415
4	1.4910516	328.43	2.879
4	1.4908342	354.62	5.762
4	1.4906169	358.02	4.213
4	1.4903997	356.04	0.879
4	1.4901824	362.53	0.318
4	1.4899651	350.73	0.254
4	1.4897479	301.74	0.258
4	1.4895306	228.37	0.279
4	1.4893132	301.53	0.294
4	1.489096	343.34	1.225
4	1.4888787	325.34	20.559
4	1.4886614	333.22	33.243
4	1.4884442	332.5	21.049
4	1.4882269	282.68	2.355
4	1.4880096	260.18	0.472
4	1.4877923	243.45	0.301
4	1.4875751	301.19	0.306
4	1.4873577	281.95	0.29
4	1.4871404	271.18	0.272
4	1.4869231	253.22	0.387
4	1.4867058	243.33	1.134
4	1.4864886	196.69	7.226
4	1.4862713	256.32	8.406
4	1.4860606	285.53	3.165
4	1.4858433	301.18	0.656
4	1.485626	313.68	0.437
4	1.4854088	272.17	0.286
4	1.4851915	273.49	0.257
4	1.4849741	302.44	0.321
4	1.4847568	318.38	0.32
4	1.4845395	257.59	0.249
4	1.4843222	187.84	0.269
4	1.4841049	242.52	0.258
4	1.4838877	318.95	0.292
4	1.4836704	337.23	0.571
4	1.483453	326.29	10.933
4	1.4832357	306.41	24.128
4	1.4830184	287	17.978
4	1.4828011	314.77	1.907
4	1.4825838	328.13	0.498
4	1.4823664	310.91	0.275
4	1.4821491	247.94	0.25
4	1.4819318	213.99	0.21
4	1.4817145	200.51	0.219
4	1.4814972	189.74	0.258
4	1.4812799	304.34	0.41
4	1.4810627	338.71	0.562
4	1.4808453	309.47	0.886
4	1.480628	219.87	3.696
4	1.4804107	160.53	4.602
4	1.4801934	140.43	4.523
4	1.4799761	221.29	9.68
4	1.4797587	293.02	9.43
4	1.4795414	244.83	2.496
4	1.4793241	181.97	0.715
4	1.4791068	265.28	0.839
4	1.4788895	273.93	0.628
4	1.4786721	297.12	0.987
4	1.4784547	327.2	9.478
4	1.4782374	296.42	12.589
4	1.4780201	202.03	5.587
4	1.4778028	137.17	0.5
4	1.4775921	181.35	0.314
4	1.4773748	292.89	2.785
4	1.4771575	266.46	5.135
4	1.4769402	171.06	3.625
4	1.4767228	197.56	0.454
4	1.4765055	263.08	0.195
4	1.4762882	308.53	0.264
4	1.4760708	269.72	0.406
4	1.4758534	174.61	0.511
4	1.4756361	155.23	2.175
4	1.4754188	252.36	2.851
4	1.4752015	311.19	1.434
4	1.4749842	335.54	0.277
4	1.4747669	324.8	0.226
4	1.4745495	307.28	0.254
4	1.4743321	327.48	0.545
4	1.4741148	316.23	3.398
4	1.4738975	268.25	4.824
4	1.4736801	179.65	2.71
4	1.4734628	213.32	0.397
4	1.4732455	249.87	0.236
4	1.4730281	223.98	0.249
4	1.4728107	277.47	0.196
4	1.4725934	218.05	0.174
4	1.4723761	108.73	0.156
4	1.4721588	110.42	0.179
4	1.4719414	233.17	0.248
4	1.471724	246.11	0.34
